dataset_id,title,description,description_length,domain,country,publisher,publisher_type,format,temporal_start,temporal_end,temporal_span_years,last_modified,update_frequency,spatial_precision,has_coordinates,license,is_open_license,num_keywords,keywords,has_eurovoc,num_languages,has_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
eu-water-04c1c0bc38ca,Drinking Water Quality - FR,This dataset contains water treatment data collected from monitoring stations across the region.,13,utilities,FR,European Environment Agency,eu_agency,CSV,2017-01-01,2020-12-31,3,2024-07-14,annual,country_level,False,CC-BY-4.0,True,3,drinking water|wastewater|water treatment,False,5,True,0.41500000000000004,Partial,0.1,0.3,0.3,0.9,1.0,0.2,0.5,0.535,Partial,0.6,0.2,0.5,0.5,0.9,1.0,0.1,0.675,Partial,0.5,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-abc349c12d92,Agricultural Pollution - AT,This dataset contains data data collected from monitoring stations across the region.,12,agricultural_runoff,AT,AT Open Data Portal,other,PDF,2006-01-01,2021-12-31,15,2025-11-19,irregular,bbox,True,,False,0,,False,1,False,0.405,Partial,0.5,0.2,1.0,0.2,0.0,0.2,0.0,0.45500000000000007,Partial,1.0,0.2,0.8,0.0,0.2,0.0,0.5,0.215,Insufficient,0.0,0.3,0.4,0.2,0.2,0.0,0.5
eu-water-b73f3d4323bc,Nitrate Concentrations - CZ,Time series data for water parameters measured at multiple locations.,10,agricultural_runoff,CZ,Copernicus,eu_agency,CSV,2017-01-01,2023-12-31,6,2026-02-05,monthly,country_level,False,CC-BY-4.0,True,1,,True,5,True,0.675,Partial,0.8,0.6,0.3,0.9,1.0,0.2,1.0,0.745,Ready,1.0,0.2,0.5,1.0,0.9,1.0,0.8,0.8350000000000001,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.8
eu-water-dbf32d53a3ab,Agricultural Pollution - IE,This dataset contains water data collected from monitoring stations across the region.,12,agricultural_runoff,IE,IE Ministry of Environment,ministry,CSV,,,0,2024-01-13,annual,country_level,False,,False,0,,False,1,False,0.29000000000000004,Insufficient,0.1,0.3,0.3,0.9,0.0,0.2,0.0,0.21000000000000002,Insufficient,0.0,0.2,0.5,0.0,0.9,0.0,0.1,0.30000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-b8b70d74b37f,Water Quality Monitoring Data - PL,Spatial dataset representing water quality conditions based on field surveys and modeling.,12,water_quality,PL,Eurostat,eu_agency,CSV,2018-01-01,2020-12-31,2,2024-07-26,annual,bbox,True,,False,0,,True,2,True,0.48000000000000004,Partial,0.1,0.3,1.0,0.9,0.0,0.2,1.0,0.48000000000000004,Partial,0.3,0.2,0.8,1.0,0.9,0.0,0.1,0.75,Ready,1.0,1.0,0.7,0.9,0.2,0.0,0.1
eu-water-7a8459eeb4cf,Remote Sensing Water Data - BE,,0,cross_cutting,BE,BE Regional Water Authority,regional,GeoTIFF,,,0,2024-09-21,monthly,country_level,False,,False,5,,False,1,False,0.35,Insufficient,0.1,0.6,0.3,0.8,0.0,0.0,0.5,0.23500000000000001,Insufficient,0.0,0.0,0.5,0.5,0.8,0.0,0.1,0.39,Insufficient,0.5,0.3,0.4,0.8,0.0,0.0,0.1
eu-water-e2fc60922329,Groundwater Level Measurements - PL,,0,groundwater,PL,PL River Basin District,regional,,,,0,2026-02-03,unknown,country_level,False,,False,0,,False,1,False,0.26,Insufficient,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.115,Insufficient,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.18000000000000002,Insufficient,0.0,0.3,0.4,0.0,0.0,0.0,0.8
eu-water-8b04ae524834,European Flood Risk Assessment,Spatial dataset representing flash flood conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,floods,EU,EU Water Agency,national_hydro,CSV,2017-01-01,2020-12-31,3,2023-06-15,annual,bbox,True,,False,0,,False,2,True,0.44000000000000006,Partial,0.1,0.3,1.0,0.9,0.0,0.4,0.0,0.445,Partial,0.6,0.4,0.8,0.0,0.9,0.0,0.1,0.5800000000000001,Partial,0.0,1.0,1.0,0.9,0.4,0.0,0.1
eu-water-485df8cb51dd,Water Quality Monitoring Data - PT,,0,water_quality,PT,PT Ministry of Environment,ministry,PDF,,,0,2023-04-25,annual,,False,,False,5,water quality|biological quality|chemical status|surface water|bathing water,True,1,False,0.16499999999999998,Insufficient,0.1,0.3,0.0,0.2,0.0,0.0,1.0,0.175,Insufficient,0.0,0.0,0.0,1.0,0.2,0.0,0.1,0.42500000000000004,Partial,1.0,0.3,0.4,0.2,0.0,0.0,0.1
eu-water-d0c3682dea51,Groundwater Body Status - IT,,0,groundwater,IT,European Environment Agency,eu_agency,,2019-01-01,2024-12-31,5,2026-01-22,annual,country_level,False,restricted,False,5,groundwater level|aquifer|groundwater body|groundwater|hydrogeology,False,5,True,0.375,Insufficient,0.8,0.3,0.3,0.0,0.3,0.0,0.5,0.37,Insufficient,0.6,0.0,0.5,0.5,0.0,0.3,0.8,0.52,Partial,0.5,1.0,0.7,0.0,0.0,0.3,0.8
eu-water-61db619eb511,Water Supply Statistics - EL,Comprehensive water utility information compiled under EU reporting requirements.,9,utilities,EL,EL Regional Water Authority,regional,,,,0,2026-02-04,unknown,country_level,False,,False,1,water utility,False,4,True,0.28500000000000003,Insufficient,0.8,0.0,0.3,0.0,0.0,0.2,0.3,0.2,Insufficient,0.0,0.2,0.5,0.3,0.0,0.0,0.8,0.4750000000000001,Partial,0.3,1.0,0.7,0.0,0.2,0.0,0.8
eu-water-6bd2a5cb8b31,Flood Risk Assessment - RO,Aggregated statistics on inundation derived from national reporting systems.,9,floods,RO,RO Water Agency,national_hydro,CSV,,,0,2022-01-28,annual,bbox,True,,False,4,flash flood|flood risk|coastal flood|flood,False,4,True,0.45500000000000007,Partial,0.1,0.3,1.0,0.9,0.0,0.2,0.5,0.33,Insufficient,0.0,0.2,0.8,0.5,0.9,0.0,0.1,0.625,Partial,0.5,1.0,0.7,0.9,0.2,0.0,0.1
eu-water-673a55fdfb92,Surface Water Chemistry - BE,Comprehensive drinking water information compiled under EU reporting requirements. Updated regularly as part of ongoing monitoring programs.,17,water_quality,BE,BE Regional Water Authority,regional,API,,,0,2026-02-13,irregular,,False,,False,0,,True,1,False,0.5000000000000001,Partial,1.0,0.2,0.0,1.0,0.0,0.2,1.0,0.34,Insufficient,0.0,0.2,0.0,1.0,1.0,0.0,1.0,0.6100000000000001,Partial,1.0,0.3,0.4,1.0,0.2,0.0,1.0
eu-water-10657000a572,Drinking Water Quality - IT,Spatial dataset representing sewage conditions based on field surveys and modeling.,11,utilities,IT,IT Open Data Portal,other,JSON,,,0,2025-11-20,unknown,bbox,True,EU-ODP,True,0,,False,2,True,0.5700000000000001,Partial,0.5,0.0,1.0,0.9,1.0,0.2,0.0,0.375,Insufficient,0.0,0.2,0.8,0.0,0.9,1.0,0.5,0.5700000000000001,Partial,0.0,1.0,0.7,0.9,0.2,1.0,0.5
eu-water-f52307fb2c7e,Programme of Measures - FR,Spatial dataset representing programme of measures conditions based on field surveys and modeling. Data quality has been validated according to standard procedures.,22,wfd_metrics,FR,FR Hydrological Service,national_hydro,NetCDF,2017-01-01,2023-12-31,6,2023-03-24,irregular,,False,custom_open,True,0,,False,4,True,0.3125,Insufficient,0.1,0.2,0.0,0.85,1.0,0.4,0.0,0.52,Partial,1.0,0.4,0.0,0.0,0.85,1.0,0.1,0.5625,Partial,0.0,1.0,0.7,0.85,0.4,1.0,0.1
eu-water-14bd3fe99067,Integrated Water Resources - IE,This dataset contains water data collected from monitoring stations across the region.,12,cross_cutting,IE,IE Ministry of Agriculture,ministry,,2024-01-01,2025-12-31,1,2023-12-31,irregular,region_name,False,,False,5,,False,1,False,0.2,Insufficient,0.1,0.2,0.5,0.0,0.0,0.2,0.5,0.34500000000000003,Insufficient,0.3,0.2,1.0,0.5,0.0,0.0,0.1,0.29000000000000004,Insufficient,0.5,0.3,0.4,0.0,0.2,0.0,0.1
eu-water-5c7ce5abaf2c,Flood Risk Assessment - ES,Time series data for river flood parameters measured at multiple locations.,11,floods,ES,ES Data Provider,other,,2017-01-01,2020-12-31,3,2026-01-04,monthly,,False,custom_open,True,0,,False,1,False,0.355,Insufficient,0.5,0.6,0.0,0.0,1.0,0.2,0.0,0.31500000000000006,Insufficient,0.6,0.2,0.0,0.0,0.0,1.0,0.5,0.23500000000000001,Insufficient,0.0,0.3,0.4,0.0,0.2,1.0,0.5
eu-water-3be29c771e59,Nitrate Concentrations - IT,Time series data for data parameters measured at multiple locations. Covers all relevant water bodies within the jurisdiction.,18,agricultural_runoff,IT,IT River Basin District,regional,PDF,2023-01-01,2025-12-31,2,2022-08-31,monthly,country_level,False,,False,3,,False,4,True,0.27,Insufficient,0.1,0.6,0.3,0.2,0.0,0.2,0.5,0.29000000000000004,Insufficient,0.3,0.2,0.5,0.5,0.2,0.0,0.1,0.52,Partial,0.5,1.0,0.7,0.2,0.2,0.0,0.1
eu-water-b70033ce03a5,Pesticide Monitoring - FR,,0,agricultural_runoff,FR,FR Ministry of Environment,ministry,CSV,2022-01-01,2023-12-31,1,2026-01-27,unknown,region_name,False,restricted,False,0,,False,1,False,0.4650000000000001,Partial,0.8,0.0,0.5,0.9,0.3,0.0,0.0,0.385,Insufficient,0.3,0.0,1.0,0.0,0.9,0.3,0.8,0.33000000000000007,Insufficient,0.0,0.3,0.4,0.9,0.0,0.3,0.8
eu-water-ce2d175b3f5e,Flood Risk Assessment - EL,Spatial dataset representing flash flood conditions based on field surveys and modeling.,12,floods,EL,Joint Research Centre,eu_agency,PDF,2021-01-01,2023-12-31,2,2023-01-27,unknown,bbox,True,,False,1,coastal flood,False,4,True,0.28,Insufficient,0.1,0.0,1.0,0.2,0.0,0.2,0.3,0.305,Insufficient,0.3,0.2,0.8,0.3,0.2,0.0,0.1,0.4700000000000001,Partial,0.3,1.0,0.7,0.2,0.2,0.0,0.1
eu-water-96b77fd3fcb8,European Historical Flood Events,Spatial dataset representing flood hazard conditions based on field surveys and modeling.,12,floods,EU,EU Data Provider,other,CSV,2007-01-01,2022-12-31,15,2025-12-12,annual,country_level,False,,False,3,flood|flood risk|flood hazard,False,1,False,0.41500000000000004,Partial,0.5,0.3,0.3,0.9,0.0,0.2,0.5,0.555,Partial,1.0,0.2,0.5,0.5,0.9,0.0,0.5,0.5650000000000001,Partial,0.5,0.3,1.0,0.9,0.2,0.0,0.5
eu-water-47c3304370fe,Water Quality Monitoring Data - SI,Time series data for chemical status parameters measured at multiple locations.,11,water_quality,SI,SI Ministry of Agriculture,ministry,,2018-01-01,2021-12-31,3,2022-01-30,irregular,,False,CC0,True,5,chemical status|drinking water|surface water|water quality|bathing water,False,1,False,0.2,Insufficient,0.1,0.2,0.0,0.0,1.0,0.2,0.5,0.37,Insufficient,0.6,0.2,0.0,0.5,0.0,1.0,0.1,0.34,Insufficient,0.5,0.3,0.4,0.0,0.2,1.0,0.1
eu-water-5f60591879bd,Wastewater Treatment Data - PL,Aggregated statistics on wastewater derived from national reporting systems.,9,utilities,PL,European Environment Agency,eu_agency,JSON,2022-01-01,2025-12-31,3,2025-12-01,annual,,False,CC-BY-4.0,True,4,water treatment|water utility|wastewater|water services,True,1,False,0.48000000000000004,Partial,0.5,0.3,0.0,0.9,1.0,0.2,1.0,0.555,Partial,0.6,0.2,0.0,1.0,0.9,1.0,0.5,0.6200000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-e3ec7dbf9dae,Water Quality Monitoring Data - SK,Aggregated statistics on surface water derived from national reporting systems. Updated regularly as part of ongoing monitoring programs.,18,water_quality,SK,SK Ministry of Agriculture,ministry,,,,0,2022-09-30,annual,coordinates,True,CC-BY-4.0,True,4,water quality|surface water|chemical status|bathing water,False,1,False,0.42000000000000004,Partial,0.1,0.3,1.0,0.0,1.0,0.2,0.5,0.33999999999999997,Insufficient,0.0,0.2,0.8,0.5,0.0,1.0,0.1,0.34,Insufficient,0.5,0.3,0.4,0.0,0.2,1.0,0.1
eu-water-9e8fcf8b6be4,Groundwater Level Measurements - DE,,0,groundwater,DE,DE Hydrological Service,national_hydro,,2014-01-01,2020-12-31,6,2022-10-22,daily,region_name,False,CC0,True,1,groundwater body,False,1,False,0.44000000000000006,Partial,0.1,1.0,0.5,0.0,1.0,0.0,0.3,0.55,Partial,1.0,0.0,1.0,0.3,0.0,1.0,0.1,0.27,Insufficient,0.3,0.3,0.4,0.0,0.0,1.0,0.1
eu-water-56bbe5a9d444,Pressures and Impacts - AT,This dataset contains programme of measures data collected from monitoring stations across the region.,14,wfd_metrics,AT,European Environment Agency,eu_agency,PDF,2024-01-01,2025-12-31,1,2026-01-15,annual,,False,,False,1,pressures and impacts,True,2,True,0.275,Insufficient,0.5,0.3,0.0,0.2,0.0,0.2,1.0,0.31000000000000005,Insufficient,0.3,0.2,0.0,1.0,0.2,0.0,0.5,0.665,Partial,1.0,1.0,0.7,0.2,0.2,0.0,0.5
eu-water-20e74f7d049a,Remote Sensing Water Data - PL,Time series data for water parameters measured at multiple locations.,10,cross_cutting,PL,European Environment Agency,eu_agency,Excel,2008-01-01,2023-12-31,15,2025-02-04,unknown,country_level,False,CC-BY-4.0,True,0,,False,5,True,0.28500000000000003,Insufficient,0.1,0.0,0.3,0.6,1.0,0.2,0.0,0.53,Partial,1.0,0.2,0.5,0.0,0.6,1.0,0.1,0.5049999999999999,Partial,0.0,1.0,0.7,0.6,0.2,1.0,0.1
eu-water-e9ccb94c4e68,European Climate Water Projections,,0,cross_cutting,EU,EU Regional Water Authority,regional,,2014-01-01,2020-12-31,6,2025-06-11,annual,,False,CC-BY-4.0,True,0,,False,1,False,0.23500000000000001,Insufficient,0.3,0.3,0.0,0.0,1.0,0.0,0.0,0.365,Insufficient,1.0,0.0,0.0,0.0,0.0,1.0,0.3,0.325,Insufficient,0.0,0.3,1.0,0.0,0.0,1.0,0.3
eu-water-fe7d1881c091,Programme of Measures - HU,Spatial dataset representing river basin management conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,18,wfd_metrics,HU,HU Data Provider,other,,,,0,2025-07-15,weekly,coordinates,True,,False,1,Water Framework Directive,False,5,True,0.4600000000000001,Partial,0.3,0.8,1.0,0.0,0.0,0.2,0.3,0.22000000000000003,Insufficient,0.0,0.2,0.8,0.3,0.0,0.0,0.3,0.45000000000000007,Partial,0.3,1.0,0.7,0.0,0.2,0.0,0.3
eu-water-05d5e529e83e,WFD Status Assessment - FR,Comprehensive programme of measures information compiled under EU reporting requirements.,10,wfd_metrics,FR,FR River Basin District,regional,CSV,2007-01-01,2022-12-31,15,2026-01-12,irregular,,False,,False,0,,False,1,False,0.31000000000000005,Insufficient,0.5,0.2,0.0,0.9,0.0,0.2,0.0,0.4050000000000001,Partial,1.0,0.2,0.0,0.0,0.9,0.0,0.5,0.32000000000000006,Insufficient,0.0,0.3,0.4,0.9,0.2,0.0,0.5
eu-water-2aedb4e5f9e0,Surface Water Chemistry - BE,Spatial dataset representing surface water conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,water_quality,BE,BE Ministry of Agriculture,ministry,PDF,2002-01-01,2022-12-31,20,2024-04-21,monthly,country_level,False,EU-ODP,True,2,biological quality|bathing water,False,1,False,0.37,Insufficient,0.1,0.6,0.3,0.2,1.0,0.4,0.3,0.5750000000000001,Partial,1.0,0.4,0.5,0.3,0.2,1.0,0.1,0.34,Insufficient,0.3,0.3,0.4,0.2,0.4,1.0,0.1
eu-water-54f854bc105f,Historical Flood Events - IT,Spatial dataset representing inundation conditions based on field surveys and modeling.,11,floods,IT,Joint Research Centre,eu_agency,API,2013-01-01,2023-12-31,10,2022-12-10,annual,,False,custom_open,True,1,river flood,False,4,True,0.36,Insufficient,0.1,0.3,0.0,1.0,1.0,0.2,0.3,0.54,Partial,1.0,0.2,0.0,0.3,1.0,1.0,0.1,0.6400000000000001,Partial,0.3,1.0,0.7,1.0,0.2,1.0,0.1
eu-water-b502f50f63f5,Programme of Measures - DE,Comprehensive WFD information compiled under EU reporting requirements. Includes both raw measurements and derived indicators.,15,wfd_metrics,DE,DE Ministry of Environment,ministry,CSV,2017-01-01,2020-12-31,3,2026-01-17,monthly,coordinates,True,EU-ODP,True,2,Water Framework Directive|WFD,False,1,False,0.78,Ready,0.8,0.6,1.0,0.9,1.0,0.2,0.3,0.5850000000000001,Partial,0.6,0.2,0.8,0.3,0.9,1.0,0.8,0.4600000000000001,Partial,0.3,0.3,0.4,0.9,0.2,1.0,0.8
eu-water-8901b92d80cd,Flood Hazard Maps - SK,Time series data for flood parameters measured at multiple locations.,10,floods,SK,SK Regional Water Authority,regional,CSV,2017-01-01,2022-12-31,5,2023-08-10,unknown,region_name,False,,False,2,flood hazard|flash flood,False,1,False,0.28500000000000003,Insufficient,0.1,0.0,0.5,0.9,0.0,0.2,0.3,0.48,Partial,0.6,0.2,1.0,0.3,0.9,0.0,0.1,0.37500000000000006,Insufficient,0.3,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-37bfb1735a30,Remote Sensing Water Data - ES,,0,cross_cutting,ES,ES Regional Water Authority,regional,,2022-01-01,2025-12-31,3,2025-08-14,unknown,bbox,True,,False,3,,False,1,False,0.30000000000000004,Insufficient,0.3,0.0,1.0,0.0,0.0,0.0,0.5,0.36000000000000004,Insufficient,0.6,0.0,0.8,0.5,0.0,0.0,0.3,0.28,Insufficient,0.5,0.3,0.4,0.0,0.0,0.0,0.3
eu-water-0a9d83f97ed4,Aquifer Characteristics - DE,Spatial dataset representing groundwater level conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,groundwater,DE,University of DE,research,CSV,2013-01-01,2023-12-31,10,2025-12-24,annual,region_name,False,EU-ODP,True,5,aquifer|groundwater|quantitative status|groundwater body|groundwater level,False,1,False,0.5650000000000001,Partial,0.5,0.3,0.5,0.9,1.0,0.4,0.5,0.7699999999999999,Ready,1.0,0.4,1.0,0.5,0.9,1.0,0.5,0.515,Partial,0.5,0.3,0.4,0.9,0.4,1.0,0.5
eu-water-577fde76de3d,Groundwater Level Measurements - AT,Spatial dataset representing quantitative status conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,groundwater,AT,Eurostat,eu_agency,API,2010-01-01,2020-12-31,10,2025-11-18,irregular,country_level,False,,False,0,,True,4,True,0.445,Partial,0.5,0.2,0.3,1.0,0.0,0.4,1.0,0.68,Partial,1.0,0.4,0.5,1.0,1.0,0.0,0.5,0.805,Ready,1.0,1.0,0.7,1.0,0.4,0.0,0.5
eu-water-480521fb2c2e,Pesticide Monitoring - DE,,0,agricultural_runoff,DE,DE Ministry of Agriculture,ministry,CSV,2008-01-01,2023-12-31,15,2025-12-09,monthly,coordinates,True,CC-BY-SA-4.0,True,0,,False,1,False,0.68,Partial,0.5,0.6,1.0,0.9,1.0,0.0,0.0,0.5850000000000001,Partial,1.0,0.0,0.8,0.0,0.9,1.0,0.5,0.35000000000000003,Insufficient,0.0,0.3,0.4,0.9,0.0,1.0,0.5
eu-water-5c58b8a32d9d,Water Supply Statistics - DK,,0,utilities,DK,DK Hydrological Service,national_hydro,PDF,2006-01-01,2021-12-31,15,2022-10-27,irregular,region_name,False,CC-BY-4.0,True,0,,False,1,False,0.29500000000000004,Insufficient,0.1,0.2,0.5,0.2,1.0,0.0,0.0,0.525,Partial,1.0,0.0,1.0,0.0,0.2,1.0,0.1,0.22500000000000003,Insufficient,0.0,0.3,0.4,0.2,0.0,1.0,0.1
eu-water-2cc818f28498,European Surface Water Chemistry,This dataset contains surface water data collected from monitoring stations across the region.,13,water_quality,EU,EU Water Agency,national_hydro,CSV,,,0,2022-01-11,monthly,coordinates,True,,False,0,,False,1,False,0.49,Partial,0.1,0.6,1.0,0.9,0.0,0.2,0.0,0.255,Insufficient,0.0,0.2,0.8,0.0,0.9,0.0,0.1,0.42000000000000004,Partial,0.0,0.3,1.0,0.9,0.2,0.0,0.1
eu-water-026590650669,WFD Status Assessment - PL,,0,wfd_metrics,PL,PL Hydrological Service,national_hydro,XML,,,0,2024-11-28,irregular,,False,,False,0,,False,4,True,0.16999999999999998,Insufficient,0.1,0.2,0.0,0.7,0.0,0.0,0.0,0.075,Insufficient,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.44999999999999996,Partial,0.0,1.0,0.7,0.7,0.0,0.0,0.1
eu-water-45f0c494dc2a,Integrated Water Resources - PL,Spatial dataset representing monitoring conditions based on field surveys and modeling.,11,cross_cutting,PL,PL Research Institute,research,JSON,,,0,2022-01-26,monthly,country_level,False,EU-ODP,True,5,,False,1,False,0.475,Partial,0.1,0.6,0.3,0.9,1.0,0.2,0.5,0.385,Insufficient,0.0,0.2,0.5,0.5,0.9,1.0,0.1,0.47500000000000003,Partial,0.5,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-f6fe44612722,Climate Water Projections - ES,Spatial dataset representing water conditions based on field surveys and modeling.,11,cross_cutting,ES,Joint Research Centre,eu_agency,XML,2018-01-01,2020-12-31,2,2024-02-26,annual,coordinates,True,CC0,True,1,,True,1,False,0.55,Partial,0.1,0.3,1.0,0.7,1.0,0.2,1.0,0.56,Partial,0.3,0.2,0.8,1.0,0.7,1.0,0.1,0.5700000000000001,Partial,1.0,0.3,0.4,0.7,0.2,1.0,0.1
eu-water-1aecd2cc673a,Pressures and Impacts - BE,Spatial dataset representing WFD conditions based on field surveys and modeling. Includes both raw measurements and derived indicators.,18,wfd_metrics,BE,BE River Basin District,regional,CSV,2024-01-01,2025-12-31,1,2025-10-22,daily,coordinates,True,EU-ODP,True,0,,False,1,False,0.7200000000000001,Ready,0.3,1.0,1.0,0.9,1.0,0.2,0.0,0.44000000000000006,Partial,0.3,0.2,0.8,0.0,0.9,1.0,0.3,0.36000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.2,1.0,0.3
eu-water-05d4228b2f77,Flood Risk Assessment - ES,Comprehensive flash flood information compiled under EU reporting requirements. Covers all relevant water bodies within the jurisdiction.,17,floods,ES,ES Water Agency,national_hydro,JSON,2010-01-01,2020-12-31,10,2025-03-23,annual,,False,,False,4,inundation|return period|flood hazard|river flood,False,3,True,0.30500000000000005,Insufficient,0.3,0.3,0.0,0.9,0.0,0.2,0.5,0.4700000000000001,Partial,1.0,0.2,0.0,0.5,0.9,0.0,0.3,0.635,Partial,0.5,1.0,0.7,0.9,0.2,0.0,0.3
eu-water-808688df71af,Flood Risk Assessment - DE,Comprehensive return period information compiled under EU reporting requirements. Data quality has been validated according to standard procedures.,18,floods,DE,DE Ministry of Environment,ministry,,2021-01-01,2024-12-31,3,2022-04-12,unknown,,False,,False,0,,False,1,False,0.035,Insufficient,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.195,Insufficient,0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.16500000000000004,Insufficient,0.0,0.3,0.4,0.0,0.2,0.0,0.1
eu-water-c5568247837f,Pressures and Impacts - AT,Comprehensive RBMP information compiled under EU reporting requirements.,8,wfd_metrics,AT,AT River Basin District,regional,CSV,2022-01-01,2023-12-31,1,2026-01-14,monthly,coordinates,True,CC-BY-SA-4.0,True,0,,False,1,False,0.6900000000000001,Partial,0.5,0.6,1.0,0.9,1.0,0.2,0.0,0.45000000000000007,Partial,0.3,0.2,0.8,0.0,0.9,1.0,0.5,0.37000000000000005,Insufficient,0.0,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-ccd3f9681957,Flood Hazard Maps - IE,,0,floods,IE,IE Research Institute,research,CSV,2022-01-01,2024-12-31,2,2025-08-18,annual,coordinates,True,CC-BY-4.0,True,0,,False,1,False,0.5700000000000001,Partial,0.3,0.3,1.0,0.9,1.0,0.0,0.0,0.4,Partial,0.3,0.0,0.8,0.0,0.9,1.0,0.3,0.34,Insufficient,0.0,0.3,0.4,0.9,0.0,1.0,0.3
eu-water-3504cf79de0c,Climate Water Projections - PT,Aggregated statistics on data derived from national reporting systems.,9,cross_cutting,PT,Joint Research Centre,eu_agency,CSV,2015-01-01,2021-12-31,6,2024-08-27,annual,coordinates,True,CC-BY-4.0,True,1,,True,3,True,0.5800000000000001,Partial,0.1,0.3,1.0,0.9,1.0,0.2,1.0,0.755,Ready,1.0,0.2,0.8,1.0,0.9,1.0,0.1,0.8,Ready,1.0,1.0,0.7,0.9,0.2,1.0,0.1
eu-water-a639f07bd1fa,Wastewater Treatment Data - BG,Aggregated statistics on water treatment derived from national reporting systems. Data quality has been validated according to standard procedures.,19,utilities,BG,BG Hydrological Service,national_hydro,NetCDF,2010-01-01,2025-12-31,15,2024-07-30,annual,,False,CC0,True,0,,False,1,False,0.3225,Insufficient,0.1,0.3,0.0,0.85,1.0,0.2,0.0,0.4800000000000001,Partial,1.0,0.2,0.0,0.0,0.85,1.0,0.1,0.3425,Insufficient,0.0,0.3,0.4,0.85,0.2,1.0,0.1
